2019-07-24 14:23:29.250,0.206195
2019-07-24 14:23:29.500,0.206195
2019-07-24 14:23:29.750,0.204914
2019-07-24 14:23:30.000,0.204914
2019-07-24 14:23:30.250,0.204914
2019-07-24 14:23:30.500,0.203634
2019-07-24 14:23:30.750,0.204914
2019-07-24 14:23:31.000,0.204914
2019-07-24 14:23:31.250,0.203634
2019-07-24 14:23:31.500,0.202353
2019-07-24 14:23:31.750,0.203634
2019-07-24 14:23:32.000,0.207476
2019-07-24 14:23:32.250,0.202353
2019-07-24 14:23:32.500,0.198511
2019-07-24 14:23:32.750,0.194669
2019-07-24 14:23:33.000,0.194669
2019-07-24 14:23:33.250,0.195949
2019-07-24 14:23:33.500,0.192107
2019-07-24 14:23:33.750,0.194669
2019-07-24 14:23:34.000,0.190826
2019-07-24 14:23:34.250,0.189546
2019-07-24 14:23:34.500,0.192107
2019-07-24 14:23:34.750,0.198511
2019-07-24 14:23:35.000,0.195949
2019-07-24 14:23:35.250,0.19723
2019-07-24 14:23:35.500,0.192107
2019-07-24 14:23:35.750,0.192107
2019-07-24 14:23:36.000,0.192107
2019-07-24 14:23:36.250,0.192107
2019-07-24 14:23:36.500,0.192107
2019-07-24 14:23:36.750,0.192107
2019-07-24 14:23:37.000,0.192107
2019-07-24 14:23:37.250,0.193388
2019-07-24 14:23:37.500,0.195949
2019-07-24 14:23:37.750,0.195949
2019-07-24 14:23:38.000,0.195949
2019-07-24 14:23:38.250,0.194669
2019-07-24 14:23:38.500,0.193388
2019-07-24 14:23:38.750,0.193388
2019-07-24 14:23:39.000,0.211318
2019-07-24 14:23:39.250,0.213879
2019-07-24 14:23:39.500,0.203634
2019-07-24 14:23:39.750,0.202353
2019-07-24 14:23:40.000,0.204914
2019-07-24 14:23:40.250,0.206195
2019-07-24 14:23:40.500,0.202353
2019-07-24 14:23:40.750,0.202353
2019-07-24 14:23:41.000,0.198511
2019-07-24 14:23:41.250,0.19723
2019-07-24 14:23:41.500,0.19723
2019-07-24 14:23:41.750,0.194669
2019-07-24 14:23:42.000,0.195949
2019-07-24 14:23:42.250,0.195949
2019-07-24 14:23:42.500,0.195949
2019-07-24 14:23:42.750,0.198511
2019-07-24 14:23:43.000,0.198511
2019-07-24 14:23:43.250,0.201072
2019-07-24 14:23:43.500,0.199791
2019-07-24 14:23:43.750,0.195949
2019-07-24 14:23:44.000,0.195949
2019-07-24 14:23:44.250,0.19723
2019-07-24 14:23:44.500,0.194669
2019-07-24 14:23:44.750,0.193388
2019-07-24 14:23:45.000,0.194669
2019-07-24 14:23:45.250,0.194669
2019-07-24 14:23:45.500,0.194669
2019-07-24 14:23:45.750,0.19723
2019-07-24 14:23:46.000,0.193388
2019-07-24 14:23:46.250,0.201072
2019-07-24 14:23:46.500,0.199791
2019-07-24 14:23:46.750,0.201072
2019-07-24 14:23:47.000,0.195949
2019-07-24 14:23:47.250,0.194669
2019-07-24 14:23:47.500,0.194669
2019-07-24 14:23:47.750,0.192107
2019-07-24 14:23:48.000,0.192107
2019-07-24 14:23:48.250,0.192107
2019-07-24 14:23:48.500,0.190826
2019-07-24 14:23:48.750,0.219002
2019-07-24 14:23:49.000,0.239494
2019-07-24 14:23:49.250,0.242055
2019-07-24 14:23:49.500,0.230529
2019-07-24 14:23:49.750,0.226686
2019-07-24 14:23:50.000,0.222844
2019-07-24 14:23:50.250,0.221564
2019-07-24 14:23:50.500,0.221564
2019-07-24 14:23:50.750,0.217721
2019-07-24 14:23:51.000,0.220283
2019-07-24 14:23:51.250,0.216441
2019-07-24 14:23:51.500,0.213879
2019-07-24 14:23:51.750,0.213879
2019-07-24 14:23:52.000,0.212599
2019-07-24 14:23:52.250,0.210037
2019-07-24 14:23:52.500,0.213879
2019-07-24 14:23:52.750,0.212599
2019-07-24 14:23:53.000,0.210037
2019-07-24 14:23:53.250,0.212599
2019-07-24 14:23:53.500,0.210037
2019-07-24 14:23:53.750,0.210037
2019-07-24 14:23:54.000,0.210037
2019-07-24 14:23:54.250,0.208756
2019-07-24 14:23:54.500,0.207476
2019-07-24 14:23:54.750,0.204914
2019-07-24 14:23:55.000,0.204914
2019-07-24 14:23:55.250,0.206195
2019-07-24 14:23:55.500,0.204914
2019-07-24 14:23:55.750,0.202353
2019-07-24 14:23:56.000,0.201072
2019-07-24 14:23:56.250,0.198511
2019-07-24 14:23:56.500,0.198511
2019-07-24 14:23:56.750,0.198511
2019-07-24 14:23:57.000,0.19723
2019-07-24 14:23:57.250,0.193388
2019-07-24 14:23:57.500,0.198511
2019-07-24 14:23:57.750,0.194669
2019-07-24 14:23:58.000,0.199791
2019-07-24 14:23:58.250,0.19723
2019-07-24 14:23:58.500,0.199791
2019-07-24 14:23:58.750,0.199791
2019-07-24 14:23:59.000,0.202353
2019-07-24 14:23:59.250,0.203634
2019-07-24 14:23:59.500,0.211318
2019-07-24 14:23:59.750,0.207476
2019-07-24 14:24:00.000,0.207476
2019-07-24 14:24:00.250,0.206195
2019-07-24 14:24:00.500,0.206195
2019-07-24 14:24:00.750,0.206195
2019-07-24 14:24:01.000,0.204914
2019-07-24 14:24:01.250,0.204914
2019-07-24 14:24:01.500,0.204914
2019-07-24 14:24:01.750,0.204914
2019-07-24 14:24:02.000,0.204914
2019-07-24 14:24:02.250,0.203634
2019-07-24 14:24:02.500,0.203634
2019-07-24 14:24:02.750,0.203634
2019-07-24 14:24:03.000,0.207476
2019-07-24 14:24:03.250,0.204914
2019-07-24 14:24:03.500,0.204914
2019-07-24 14:24:03.750,0.203634
2019-07-24 14:24:04.000,0.203634
2019-07-24 14:24:04.250,0.203634
2019-07-24 14:24:04.500,0.203634
2019-07-24 14:24:04.750,0.202353
2019-07-24 14:24:05.000,0.203634
2019-07-24 14:24:05.250,0.202353
2019-07-24 14:24:05.500,0.206195
2019-07-24 14:24:05.750,0.206195
2019-07-24 14:24:06.000,0.201072
2019-07-24 14:24:06.250,0.202353
2019-07-24 14:24:06.500,0.201072
2019-07-24 14:24:06.750,0.203634
2019-07-24 14:24:07.000,0.201072
2019-07-24 14:24:07.250,0.201072
2019-07-24 14:24:07.500,0.199791
2019-07-24 14:24:07.750,0.201072
2019-07-24 14:24:08.000,0.199791
2019-07-24 14:24:08.250,0.199791
2019-07-24 14:24:08.500,0.199791
2019-07-24 14:24:08.750,0.198511
2019-07-24 14:24:09.000,0.199791
2019-07-24 14:24:09.250,0.199791
2019-07-24 14:24:09.500,0.198511
2019-07-24 14:24:09.750,0.198511
2019-07-24 14:24:10.000,0.198511
2019-07-24 14:24:10.250,0.198511
2019-07-24 14:24:10.500,0.201072
2019-07-24 14:24:10.750,0.19723
2019-07-24 14:24:11.000,0.19723
2019-07-24 14:24:11.250,0.202353
2019-07-24 14:24:11.500,0.19723
2019-07-24 14:24:11.750,0.19723
2019-07-24 14:24:12.000,0.195949
2019-07-24 14:24:12.250,0.195949
2019-07-24 14:24:12.500,0.195949
2019-07-24 14:24:12.750,0.194669
2019-07-24 14:24:13.000,0.194669
2019-07-24 14:24:13.250,0.194669
2019-07-24 14:24:13.500,0.193388
2019-07-24 14:24:13.750,0.192107
2019-07-24 14:24:14.000,0.192107
2019-07-24 14:24:14.250,0.192107
2019-07-24 14:24:14.500,0.192107
2019-07-24 14:24:14.750,0.193388
2019-07-24 14:24:15.000,0.192107
2019-07-24 14:24:15.250,0.192107
2019-07-24 14:24:15.500,0.192107
2019-07-24 14:24:15.750,0.190826
2019-07-24 14:24:16.000,0.190826
2019-07-24 14:24:16.250,0.190826
2019-07-24 14:24:16.500,0.189546
2019-07-24 14:24:16.750,0.193388
2019-07-24 14:24:17.000,0.188265
2019-07-24 14:24:17.250,0.189546
2019-07-24 14:24:17.500,0.188265
2019-07-24 14:24:17.750,0.186984
2019-07-24 14:24:18.000,0.186984
2019-07-24 14:24:18.250,0.188265
2019-07-24 14:24:18.500,0.186984
2019-07-24 14:24:18.750,0.186984
2019-07-24 14:24:19.000,0.186984
2019-07-24 14:24:19.250,0.186984
2019-07-24 14:24:19.500,0.184423
2019-07-24 14:24:19.750,0.185704
2019-07-24 14:24:20.000,0.186984
2019-07-24 14:24:20.250,0.184423
2019-07-24 14:24:20.500,0.184423
2019-07-24 14:24:20.750,0.184423
2019-07-24 14:24:21.000,0.183142
2019-07-24 14:24:21.250,0.188265
2019-07-24 14:24:21.500,0.183142
2019-07-24 14:24:21.750,0.184423
2019-07-24 14:24:22.000,0.184423
2019-07-24 14:24:22.250,0.184423
2019-07-24 14:24:22.500,0.183142
2019-07-24 14:24:22.750,0.184423
2019-07-24 14:24:23.000,0.183142
2019-07-24 14:24:23.250,0.183142
2019-07-24 14:24:23.500,0.183142
2019-07-24 14:24:23.750,0.181861
2019-07-24 14:24:24.000,0.181861
2019-07-24 14:24:24.250,0.181861
2019-07-24 14:24:24.500,0.181861
2019-07-24 14:24:24.750,0.180581
2019-07-24 14:24:25.000,0.181861
2019-07-24 14:24:25.250,0.185704
2019-07-24 14:24:25.500,0.183142
2019-07-24 14:24:25.750,0.181861
2019-07-24 14:24:26.000,0.181861
2019-07-24 14:24:26.250,0.181861
2019-07-24 14:24:26.500,0.181861
2019-07-24 14:24:26.750,0.180581
2019-07-24 14:24:27.000,0.1793
2019-07-24 14:24:27.250,0.1793
2019-07-24 14:24:27.500,0.1793
2019-07-24 14:24:27.750,0.1793
2019-07-24 14:24:28.000,0.178019
2019-07-24 14:24:28.250,0.1793
2019-07-24 14:24:28.500,0.1793
2019-07-24 14:24:28.750,0.178019
2019-07-24 14:24:29.000,0.1793
2019-07-24 14:24:29.250,0.178019
2019-07-24 14:24:29.500,0.178019
2019-07-24 14:24:29.750,0.178019
2019-07-24 14:24:30.000,0.181861
2019-07-24 14:24:30.250,0.174177
2019-07-24 14:24:30.500,0.174177
2019-07-24 14:24:30.750,0.174177
2019-07-24 14:24:31.000,0.175458
2019-07-24 14:24:31.250,0.174177
2019-07-24 14:24:31.500,0.174177
2019-07-24 14:24:31.750,0.175458
2019-07-24 14:24:32.000,0.174177
2019-07-24 14:24:32.250,0.174177
2019-07-24 14:24:32.500,0.174177
2019-07-24 14:24:32.750,0.175458
2019-07-24 14:24:33.000,0.174177
2019-07-24 14:24:33.250,0.172896
2019-07-24 14:24:33.500,0.172896
2019-07-24 14:24:33.750,0.174177
2019-07-24 14:24:34.000,0.172896
2019-07-24 14:24:34.250,0.172896
2019-07-24 14:24:34.500,0.172896
2019-07-24 14:24:34.750,0.172896
2019-07-24 14:24:35.000,0.172896
2019-07-24 14:24:35.250,0.176739
2019-07-24 14:24:35.500,0.171616
2019-07-24 14:24:35.750,0.171616
2019-07-24 14:24:36.000,0.171616
2019-07-24 14:24:36.250,0.171616
2019-07-24 14:24:36.500,0.172896
2019-07-24 14:24:36.750,0.170335
2019-07-24 14:24:37.000,0.174177
2019-07-24 14:24:37.250,0.171616
2019-07-24 14:24:37.500,0.170335
2019-07-24 14:24:37.750,0.171616
2019-07-24 14:24:38.000,0.170335
2019-07-24 14:24:38.250,0.170335
2019-07-24 14:24:38.500,0.169054
2019-07-24 14:24:38.750,0.170335
2019-07-24 14:24:39.000,0.169054
2019-07-24 14:24:39.250,0.170335
2019-07-24 14:24:39.500,0.169054
2019-07-24 14:24:39.750,0.169054
2019-07-24 14:24:40.000,0.170335
2019-07-24 14:24:40.250,0.169054
2019-07-24 14:24:40.500,0.169054
2019-07-24 14:24:40.750,0.169054
2019-07-24 14:24:41.000,0.167774
2019-07-24 14:24:41.250,0.169054
2019-07-24 14:24:41.500,0.167774
2019-07-24 14:24:41.750,0.169054
2019-07-24 14:24:42.000,0.167774
2019-07-24 14:24:42.250,0.167774
2019-07-24 14:24:42.500,0.166493
2019-07-24 14:24:42.750,0.167774
2019-07-24 14:24:43.000,0.167774
2019-07-24 14:24:43.250,0.166493
2019-07-24 14:24:43.500,0.166493
2019-07-24 14:24:43.750,0.166493
2019-07-24 14:24:44.000,0.166493
2019-07-24 14:24:44.250,0.166493
2019-07-24 14:24:44.500,0.166493
2019-07-24 14:24:44.750,0.167774
2019-07-24 14:24:45.000,0.166493
2019-07-24 14:24:45.250,0.166493
2019-07-24 14:24:45.500,0.166493
2019-07-24 14:24:45.750,0.166493
2019-07-24 14:24:46.000,0.166493
2019-07-24 14:24:46.250,0.166493
2019-07-24 14:24:46.500,0.166493
2019-07-24 14:24:46.750,0.166493
2019-07-24 14:24:47.000,0.167774
2019-07-24 14:24:47.250,0.167774
2019-07-24 14:24:47.500,0.166493
2019-07-24 14:24:47.750,0.165212
2019-07-24 14:24:48.000,0.165212
2019-07-24 14:24:48.250,0.165212
2019-07-24 14:24:48.500,0.165212
2019-07-24 14:24:48.750,0.163931
2019-07-24 14:24:49.000,0.163931
2019-07-24 14:24:49.250,0.163931
2019-07-24 14:24:49.500,0.165212
2019-07-24 14:24:49.750,0.163931
2019-07-24 14:24:50.000,0.163931
2019-07-24 14:24:50.250,0.165212
2019-07-24 14:24:50.500,0.169054
2019-07-24 14:24:50.750,0.163931
2019-07-24 14:24:51.000,0.163931
2019-07-24 14:24:51.250,0.162651
2019-07-24 14:24:51.500,0.163931
2019-07-24 14:24:51.750,0.162651
2019-07-24 14:24:52.000,0.163931
2019-07-24 14:24:52.250,0.163931
2019-07-24 14:24:52.500,0.162651
2019-07-24 14:24:52.750,0.162651
2019-07-24 14:24:53.000,0.163931
2019-07-24 14:24:53.250,0.162651
2019-07-24 14:24:53.500,0.166493
2019-07-24 14:24:53.750,0.16137
2019-07-24 14:24:54.000,0.165212
2019-07-24 14:24:54.250,0.162651
2019-07-24 14:24:54.500,0.165212
2019-07-24 14:24:54.750,0.163931
2019-07-24 14:24:55.000,0.165212
2019-07-24 14:24:55.250,0.16137
2019-07-24 14:24:55.500,0.16137
2019-07-24 14:24:55.750,0.16137
2019-07-24 14:24:56.000,0.16137
2019-07-24 14:24:56.250,0.16137
2019-07-24 14:24:56.500,0.16137
2019-07-24 14:24:56.750,0.160089
2019-07-24 14:24:57.000,0.160089
2019-07-24 14:24:57.250,0.160089
2019-07-24 14:24:57.500,0.160089
2019-07-24 14:24:57.750,0.160089
2019-07-24 14:24:58.000,0.158809
2019-07-24 14:24:58.250,0.160089
2019-07-24 14:24:58.500,0.16137
2019-07-24 14:24:58.750,0.160089
2019-07-24 14:24:59.000,0.160089
2019-07-24 14:24:59.250,0.160089
2019-07-24 14:24:59.500,0.158809
2019-07-24 14:24:59.750,0.158809
2019-07-24 14:25:00.000,0.157528
2019-07-24 14:25:00.250,0.157528
2019-07-24 14:25:00.500,0.157528
2019-07-24 14:25:00.750,0.157528
2019-07-24 14:25:01.000,0.156247
2019-07-24 14:25:01.250,0.158809
2019-07-24 14:25:01.500,0.157528
2019-07-24 14:25:01.750,0.157528
2019-07-24 14:25:02.000,0.157528
2019-07-24 14:25:02.250,0.160089
2019-07-24 14:25:02.500,0.157528
2019-07-24 14:25:02.750,0.157528
2019-07-24 14:25:03.000,0.160089
2019-07-24 14:25:03.250,0.16137
2019-07-24 14:25:03.500,0.16137
2019-07-24 14:25:03.750,0.158809
2019-07-24 14:25:04.000,0.157528
2019-07-24 14:25:04.250,0.158809
2019-07-24 14:25:04.500,0.158809
2019-07-24 14:25:04.750,0.158809
2019-07-24 14:25:05.000,0.16137
2019-07-24 14:25:05.250,0.157528
2019-07-24 14:25:05.500,0.156247
2019-07-24 14:25:05.750,0.156247
2019-07-24 14:25:06.000,0.160089
2019-07-24 14:25:06.250,0.156247
2019-07-24 14:25:06.500,0.156247
2019-07-24 14:25:06.750,0.157528
2019-07-24 14:25:07.000,0.156247
2019-07-24 14:25:07.250,0.156247
2019-07-24 14:25:07.500,0.156247
2019-07-24 14:25:07.750,0.154966
2019-07-24 14:25:08.000,0.154966
2019-07-24 14:25:08.250,0.154966
2019-07-24 14:25:08.500,0.156247
2019-07-24 14:25:08.750,0.154966
2019-07-24 14:25:09.000,0.154966
2019-07-24 14:25:09.250,0.156247
2019-07-24 14:25:09.500,0.156247
2019-07-24 14:25:09.750,0.154966
2019-07-24 14:25:10.000,0.154966
2019-07-24 14:25:10.250,0.154966
2019-07-24 14:25:10.500,0.153686
2019-07-24 14:25:10.750,0.153686
2019-07-24 14:25:11.000,0.157528
2019-07-24 14:25:11.250,0.156247
2019-07-24 14:25:11.500,0.152405
2019-07-24 14:25:11.750,0.152405
2019-07-24 14:25:12.000,0.152405
2019-07-24 14:25:12.250,0.154966
2019-07-24 14:25:12.500,0.152405
2019-07-24 14:25:12.750,0.153686
2019-07-24 14:25:13.000,0.152405
2019-07-24 14:25:13.250,0.152405
2019-07-24 14:25:13.500,0.152405
2019-07-24 14:25:13.750,0.152405
2019-07-24 14:25:14.000,0.151124
2019-07-24 14:25:14.250,0.151124
2019-07-24 14:25:14.500,0.151124
2019-07-24 14:25:14.750,0.154966
2019-07-24 14:25:15.000,0.149844
2019-07-24 14:25:15.250,0.149844
2019-07-24 14:25:15.500,0.151124
2019-07-24 14:25:15.750,0.151124
