2019-08-14 14:10:38.250,0.007684
2019-08-14 14:10:38.500,0.006404
2019-08-14 14:10:38.750,0.006404
2019-08-14 14:10:39.000,0.006404
2019-08-14 14:10:39.250,0.005123
2019-08-14 14:10:39.500,0.007684
2019-08-14 14:10:39.750,0.005123
2019-08-14 14:10:40.000,0.005123
2019-08-14 14:10:40.250,0.005123
2019-08-14 14:10:40.500,0.006404
2019-08-14 14:10:40.750,0.006404
2019-08-14 14:10:41.000,0.008965
2019-08-14 14:10:41.250,0.005123
2019-08-14 14:10:41.500,0.005123
2019-08-14 14:10:41.750,0.005123
2019-08-14 14:10:42.000,0.005123
2019-08-14 14:10:42.250,0.005123
2019-08-14 14:10:42.500,0.006404
2019-08-14 14:10:42.750,0.005123
2019-08-14 14:10:43.000,0.003842
2019-08-14 14:10:43.250,0.005123
2019-08-14 14:10:43.500,0.005123
2019-08-14 14:10:43.750,0.005123
2019-08-14 14:10:44.000,0.005123
2019-08-14 14:10:44.250,0.005123
2019-08-14 14:10:44.500,0.003842
2019-08-14 14:10:44.750,0.006404
2019-08-14 14:10:45.000,0.006404
2019-08-14 14:10:45.250,0.006404
2019-08-14 14:10:45.500,0.006404
2019-08-14 14:10:45.750,0.006404
2019-08-14 14:10:46.000,0.005123
2019-08-14 14:10:46.250,0.006404
2019-08-14 14:10:46.500,0.005123
2019-08-14 14:10:46.750,0.006404
2019-08-14 14:10:47.000,0.007684
2019-08-14 14:10:47.250,0.005123
2019-08-14 14:10:47.500,0.005123
2019-08-14 14:10:47.750,0.005123
2019-08-14 14:10:48.000,0.003842
2019-08-14 14:10:48.250,0.008965
2019-08-14 14:10:48.500,0.006404
2019-08-14 14:10:48.750,0.006404
2019-08-14 14:10:49.000,0.006404
2019-08-14 14:10:49.250,0.005123
2019-08-14 14:10:49.500,0.002561
2019-08-14 14:10:49.750,0.005123
2019-08-14 14:10:50.000,0.005123
2019-08-14 14:10:50.250,0.005123
2019-08-14 14:10:50.500,0.003842
2019-08-14 14:10:50.750,0.003842
2019-08-14 14:10:51.000,0.003842
2019-08-14 14:10:51.250,0.003842
2019-08-14 14:10:51.500,0.003842
2019-08-14 14:10:51.750,0.005123
2019-08-14 14:10:52.000,0.003842
2019-08-14 14:10:52.250,0.007684
2019-08-14 14:10:52.500,0.005123
2019-08-14 14:10:52.750,0.005123
2019-08-14 14:10:53.000,0.006404
2019-08-14 14:10:53.250,0.005123
2019-08-14 14:10:53.500,0.005123
2019-08-14 14:10:53.750,0.006404
2019-08-14 14:10:54.000,0.003842
2019-08-14 14:10:54.250,0.006404
2019-08-14 14:10:54.500,0.005123
2019-08-14 14:10:54.750,0.005123
2019-08-14 14:10:55.000,0.005123
2019-08-14 14:10:55.250,0.005123
2019-08-14 14:10:55.500,0.006404
2019-08-14 14:10:55.750,0.005123
2019-08-14 14:10:56.000,0.005123
2019-08-14 14:10:56.250,0.006404
2019-08-14 14:10:56.500,0.006404
2019-08-14 14:10:56.750,0.005123
2019-08-14 14:10:57.000,0.005123
2019-08-14 14:10:57.250,0.006404
2019-08-14 14:10:57.500,0.008965
2019-08-14 14:10:57.750,0.005123
2019-08-14 14:10:58.000,0.005123
2019-08-14 14:10:58.250,0.005123
2019-08-14 14:10:58.500,0.005123
2019-08-14 14:10:58.750,0.006404
2019-08-14 14:10:59.000,0.003842
2019-08-14 14:10:59.250,0.007684
2019-08-14 14:10:59.500,0.003842
2019-08-14 14:10:59.750,0.005123
2019-08-14 14:11:00.000,0.005123
2019-08-14 14:11:00.250,0.005123
2019-08-14 14:11:00.500,0.005123
2019-08-14 14:11:00.750,0.005123
2019-08-14 14:11:01.000,0.005123
2019-08-14 14:11:01.250,0.006404
2019-08-14 14:11:01.500,0.007684
2019-08-14 14:11:01.750,0.003842
2019-08-14 14:11:02.000,0.003842
2019-08-14 14:11:02.250,0.003842
2019-08-14 14:11:02.500,0.003842
2019-08-14 14:11:02.750,0.005123
2019-08-14 14:11:03.000,0.003842
2019-08-14 14:11:03.250,0.005123
2019-08-14 14:11:03.500,0.005123
2019-08-14 14:11:03.750,0.007684
2019-08-14 14:11:04.000,0.007684
2019-08-14 14:11:04.250,0.005123
2019-08-14 14:11:04.500,0.005123
2019-08-14 14:11:04.750,0.005123
2019-08-14 14:11:05.000,0.003842
2019-08-14 14:11:05.250,0.005123
2019-08-14 14:11:05.500,0.003842
2019-08-14 14:11:05.750,0.007684
2019-08-14 14:11:06.000,0.005123
2019-08-14 14:11:06.250,0.003842
2019-08-14 14:11:06.500,0.003842
2019-08-14 14:11:06.750,0.003842
2019-08-14 14:11:07.000,0.003842
2019-08-14 14:11:07.250,0.003842
2019-08-14 14:11:07.500,0.003842
2019-08-14 14:11:07.750,0.005123
2019-08-14 14:11:08.000,0.003842
2019-08-14 14:11:08.250,0.003842
2019-08-14 14:11:08.500,0.005123
2019-08-14 14:11:08.750,0.005123
2019-08-14 14:11:09.000,0.005123
2019-08-14 14:11:09.250,0.003842
2019-08-14 14:11:09.500,0.001281
2019-08-14 14:11:09.750,0.007684
2019-08-14 14:11:10.000,0.003842
2019-08-14 14:11:10.250,0.005123
2019-08-14 14:11:10.500,0.003842
2019-08-14 14:11:10.750,0.006404
2019-08-14 14:11:11.000,0.003842
2019-08-14 14:11:11.250,0.003842
2019-08-14 14:11:11.500,0.007684
2019-08-14 14:11:11.750,0.006404
2019-08-14 14:11:12.000,0.005123
2019-08-14 14:11:12.250,0.005123
2019-08-14 14:11:12.500,0.005123
2019-08-14 14:11:12.750,0.006404
2019-08-14 14:11:13.000,0.006404
2019-08-14 14:11:13.250,0.006404
2019-08-14 14:11:13.500,0.005123
2019-08-14 14:11:13.750,0.006404
2019-08-14 14:11:14.000,0.003842
2019-08-14 14:11:14.250,0.003842
2019-08-14 14:11:14.500,0.003842
2019-08-14 14:11:14.750,0.003842
2019-08-14 14:11:15.000,0.003842
2019-08-14 14:11:15.250,0.003842
2019-08-14 14:11:15.500,0.003842
2019-08-14 14:11:15.750,0.005123
2019-08-14 14:11:16.000,0.005123
2019-08-14 14:11:16.250,0.005123
2019-08-14 14:11:16.500,0.005123
2019-08-14 14:11:16.750,0.002561
2019-08-14 14:11:17.000,0.003842
2019-08-14 14:11:17.250,0.005123
2019-08-14 14:11:17.500,0.007684
2019-08-14 14:11:17.750,0.003842
2019-08-14 14:11:18.000,0.003842
2019-08-14 14:11:18.250,0.003842
2019-08-14 14:11:18.500,0.003842
2019-08-14 14:11:18.750,0.003842
2019-08-14 14:11:19.000,0.003842
2019-08-14 14:11:19.250,0.005123
2019-08-14 14:11:19.500,0.005123
2019-08-14 14:11:19.750,0.005123
2019-08-14 14:11:20.000,0.005123
2019-08-14 14:11:20.250,0.005123
2019-08-14 14:11:20.500,0.005123
2019-08-14 14:11:20.750,0.006404
2019-08-14 14:11:21.000,0.005123
2019-08-14 14:11:21.250,0.005123
2019-08-14 14:11:21.500,0.003842
2019-08-14 14:11:21.750,0.003842
2019-08-14 14:11:22.000,0.005123
2019-08-14 14:11:22.250,0.006404
2019-08-14 14:11:22.500,0.005123
2019-08-14 14:11:22.750,0.005123
2019-08-14 14:11:23.000,0.005123
2019-08-14 14:11:23.250,0.003842
2019-08-14 14:11:23.500,0.005123
2019-08-14 14:11:23.750,0.003842
2019-08-14 14:11:24.000,0.003842
2019-08-14 14:11:24.250,0.003842
2019-08-14 14:11:24.500,0.003842
2019-08-14 14:11:24.750,0.003842
2019-08-14 14:11:25.000,0.005123
2019-08-14 14:11:25.250,0.006404
2019-08-14 14:11:25.500,0.005123
2019-08-14 14:11:25.750,0.005123
2019-08-14 14:11:26.000,0.006404
2019-08-14 14:11:26.250,0.005123
2019-08-14 14:11:26.500,0.005123
2019-08-14 14:11:26.750,0.005123
2019-08-14 14:11:27.000,0.005123
2019-08-14 14:11:27.250,0.003842
2019-08-14 14:11:27.500,0.005123
2019-08-14 14:11:27.750,0.006404
2019-08-14 14:11:28.000,0.006404
2019-08-14 14:11:28.250,0.006404
2019-08-14 14:11:28.500,0.006404
2019-08-14 14:11:28.750,0.005123
2019-08-14 14:11:29.000,0.005123
2019-08-14 14:11:29.250,0.005123
2019-08-14 14:11:29.500,0.003842
2019-08-14 14:11:29.750,0.005123
2019-08-14 14:11:30.000,0.003842
2019-08-14 14:11:30.250,0.005123
2019-08-14 14:11:30.500,0.003842
2019-08-14 14:11:30.750,0.003842
2019-08-14 14:11:31.000,0.005123
2019-08-14 14:11:31.250,0.006404
2019-08-14 14:11:31.500,0.005123
2019-08-14 14:11:31.750,0.005123
2019-08-14 14:11:32.000,0.003842
2019-08-14 14:11:32.250,0.005123
2019-08-14 14:11:32.500,0.003842
2019-08-14 14:11:32.750,0.003842
2019-08-14 14:11:33.000,0.003842
2019-08-14 14:11:33.250,0.003842
2019-08-14 14:11:33.500,0.005123
2019-08-14 14:11:33.750,0.003842
2019-08-14 14:11:34.000,0.003842
2019-08-14 14:11:34.250,0.005123
2019-08-14 14:11:34.500,0.002561
2019-08-14 14:11:34.750,0.002561
2019-08-14 14:11:35.000,0.005123
2019-08-14 14:11:35.250,0.002561
2019-08-14 14:11:35.500,0.003842
2019-08-14 14:11:35.750,0.003842
2019-08-14 14:11:36.000,0.006404
2019-08-14 14:11:36.250,0.005123
2019-08-14 14:11:36.500,0.003842
2019-08-14 14:11:36.750,0.008965
2019-08-14 14:11:37.000,0.007684
2019-08-14 14:11:37.250,0.005123
2019-08-14 14:11:37.500,0.005123
2019-08-14 14:11:37.750,0.006404
2019-08-14 14:11:38.000,0.003842
2019-08-14 14:11:38.250,0.007684
2019-08-14 14:11:38.500,0.005123
2019-08-14 14:11:38.750,0.005123
2019-08-14 14:11:39.000,0.005123
2019-08-14 14:11:39.250,0.003842
2019-08-14 14:11:39.500,0.005123
2019-08-14 14:11:39.750,0.006404
2019-08-14 14:11:40.000,0.003842
2019-08-14 14:11:40.250,0.006404
2019-08-14 14:11:40.500,0.006404
2019-08-14 14:11:40.750,0.006404
2019-08-14 14:11:41.000,0.005123
2019-08-14 14:11:41.250,0.006404
2019-08-14 14:11:41.500,0.005123
2019-08-14 14:11:41.750,0.005123
2019-08-14 14:11:42.000,0.003842
2019-08-14 14:11:42.250,0.005123
2019-08-14 14:11:42.500,0.006404
2019-08-14 14:11:42.750,0.006404
2019-08-14 14:11:43.000,0.005123
2019-08-14 14:11:43.250,0.007684
2019-08-14 14:11:43.500,0.005123
2019-08-14 14:11:43.750,0.005123
2019-08-14 14:11:44.000,0.005123
2019-08-14 14:11:44.250,0.008965
2019-08-14 14:11:44.500,0.005123
2019-08-14 14:11:44.750,0.003842
2019-08-14 14:11:45.000,0.003842
2019-08-14 14:11:45.250,0.003842
2019-08-14 14:11:45.500,0.003842
2019-08-14 14:11:45.750,0.006404
2019-08-14 14:11:46.000,0.003842
2019-08-14 14:11:46.250,0.005123
2019-08-14 14:11:46.500,0.005123
2019-08-14 14:11:46.750,0.006404
2019-08-14 14:11:47.000,0.005123
2019-08-14 14:11:47.250,0.005123
2019-08-14 14:11:47.500,0.003842
2019-08-14 14:11:47.750,0.005123
2019-08-14 14:11:48.000,0.003842
2019-08-14 14:11:48.250,0.003842
2019-08-14 14:11:48.500,0.003842
2019-08-14 14:11:48.750,0.006404
2019-08-14 14:11:49.000,0.005123
2019-08-14 14:11:49.250,0.006404
2019-08-14 14:11:49.500,0.003842
2019-08-14 14:11:49.750,0.005123
2019-08-14 14:11:50.000,0.005123
2019-08-14 14:11:50.250,0.005123
2019-08-14 14:11:50.500,0.003842
2019-08-14 14:11:50.750,0.003842
2019-08-14 14:11:51.000,0.003842
2019-08-14 14:11:51.250,0.003842
2019-08-14 14:11:51.500,0.003842
2019-08-14 14:11:51.750,0.003842
2019-08-14 14:11:52.000,0.003842
2019-08-14 14:11:52.250,0.005123
2019-08-14 14:11:52.500,0.003842
2019-08-14 14:11:52.750,0.005123
2019-08-14 14:11:53.000,0.003842
2019-08-14 14:11:53.250,0.005123
2019-08-14 14:11:53.500,0.005123
2019-08-14 14:11:53.750,0.005123
2019-08-14 14:11:54.000,0.003842
2019-08-14 14:11:54.250,0.005123
2019-08-14 14:11:54.500,0.003842
2019-08-14 14:11:54.750,0.006404
2019-08-14 14:11:55.000,0.005123
2019-08-14 14:11:55.250,0.005123
2019-08-14 14:11:55.500,0.005123
2019-08-14 14:11:55.750,0.006404
2019-08-14 14:11:56.000,0.003842
2019-08-14 14:11:56.250,0.006404
2019-08-14 14:11:56.500,0.005123
2019-08-14 14:11:56.750,0.003842
2019-08-14 14:11:57.000,0.003842
2019-08-14 14:11:57.250,0.003842
2019-08-14 14:11:57.500,0.003842
2019-08-14 14:11:57.750,0.003842
2019-08-14 14:11:58.000,0.003842
2019-08-14 14:11:58.250,0.003842
2019-08-14 14:11:58.500,0.003842
2019-08-14 14:11:58.750,0.003842
2019-08-14 14:11:59.000,0.003842
2019-08-14 14:11:59.250,0.005123
2019-08-14 14:11:59.500,0.005123
2019-08-14 14:11:59.750,0.005123
2019-08-14 14:12:00.000,0.003842
2019-08-14 14:12:00.250,0.003842
2019-08-14 14:12:00.500,0.005123
2019-08-14 14:12:00.750,0.003842
2019-08-14 14:12:01.000,0.007684
2019-08-14 14:12:01.250,0.006404
2019-08-14 14:12:01.500,0.005123
2019-08-14 14:12:01.750,0.005123
2019-08-14 14:12:02.000,0.006404
2019-08-14 14:12:02.250,0.005123
2019-08-14 14:12:02.500,0.006404
2019-08-14 14:12:02.750,0.008965
2019-08-14 14:12:03.000,0.005123
2019-08-14 14:12:03.250,0.005123
2019-08-14 14:12:03.500,0.005123
2019-08-14 14:12:03.750,0.006404
2019-08-14 14:12:04.000,0.005123
2019-08-14 14:12:04.250,0.005123
2019-08-14 14:12:04.500,0.008965
2019-08-14 14:12:04.750,0.003842
2019-08-14 14:12:05.000,0.006404
2019-08-14 14:12:05.250,0.006404
2019-08-14 14:12:05.500,0.005123
2019-08-14 14:12:05.750,0.006404
2019-08-14 14:12:06.000,0.005123
2019-08-14 14:12:06.250,0.005123
2019-08-14 14:12:06.500,0.007684
2019-08-14 14:12:06.750,0.005123
2019-08-14 14:12:07.000,0.005123
2019-08-14 14:12:07.250,0.005123
2019-08-14 14:12:07.500,0.006404
2019-08-14 14:12:07.750,0.003842
2019-08-14 14:12:08.000,0.006404
2019-08-14 14:12:08.250,0.006404
2019-08-14 14:12:08.500,0.005123
2019-08-14 14:12:08.750,0.005123
2019-08-14 14:12:09.000,0.005123
2019-08-14 14:12:09.250,0.007684
2019-08-14 14:12:09.500,0.002561
2019-08-14 14:12:09.750,0.006404
2019-08-14 14:12:10.000,0.006404
2019-08-14 14:12:10.250,0.003842
2019-08-14 14:12:10.500,0.003842
2019-08-14 14:12:10.750,0.006404
2019-08-14 14:12:11.000,0.006404
2019-08-14 14:12:11.250,0.006404
2019-08-14 14:12:11.500,0.007684
2019-08-14 14:12:11.750,0.005123
2019-08-14 14:12:12.000,0.005123
2019-08-14 14:12:12.250,0.006404
2019-08-14 14:12:12.500,0.005123
2019-08-14 14:12:12.750,0.003842
2019-08-14 14:12:13.000,0.003842
2019-08-14 14:12:13.250,0.005123
2019-08-14 14:12:13.500,0.005123
2019-08-14 14:12:13.750,0.006404
2019-08-14 14:12:14.000,0.005123
2019-08-14 14:12:14.250,0.006404
2019-08-14 14:12:14.500,0.005123
2019-08-14 14:12:14.750,0.005123
2019-08-14 14:12:15.000,0.002561
2019-08-14 14:12:15.250,0.005123
2019-08-14 14:12:15.500,0.003842
2019-08-14 14:12:15.750,0.003842
2019-08-14 14:12:16.000,0.003842
2019-08-14 14:12:16.250,0.006404
2019-08-14 14:12:16.500,0.003842
2019-08-14 14:12:16.750,0.003842
2019-08-14 14:12:17.000,0.005123
2019-08-14 14:12:17.250,0.005123
2019-08-14 14:12:17.500,0.006404
2019-08-14 14:12:17.750,0.005123
2019-08-14 14:12:18.000,0.005123
2019-08-14 14:12:18.250,0.005123
2019-08-14 14:12:18.500,0.003842
2019-08-14 14:12:18.750,0.003842
2019-08-14 14:12:19.000,0.003842
2019-08-14 14:12:19.250,0.003842
2019-08-14 14:12:19.500,0.006404
2019-08-14 14:12:19.750,0.006404
2019-08-14 14:12:20.000,0.003842
2019-08-14 14:12:20.250,0.005123
2019-08-14 14:12:20.500,0.005123
2019-08-14 14:12:20.750,0.006404
2019-08-14 14:12:21.000,0.005123
2019-08-14 14:12:21.250,0.005123
2019-08-14 14:12:21.500,0.005123
2019-08-14 14:12:21.750,0.005123
2019-08-14 14:12:22.000,0.003842
2019-08-14 14:12:22.250,0.006404
2019-08-14 14:12:22.500,0.003842
2019-08-14 14:12:22.750,0.003842
2019-08-14 14:12:23.000,0.005123
2019-08-14 14:12:23.250,0.005123
2019-08-14 14:12:23.500,0.007684
2019-08-14 14:12:23.750,0.005123
2019-08-14 14:12:24.000,0.003842
2019-08-14 14:12:24.250,0.003842
2019-08-14 14:12:24.500,0.003842
2019-08-14 14:12:24.750,0.006404
2019-08-14 14:12:25.000,0.005123
2019-08-14 14:12:25.250,0.006404
2019-08-14 14:12:25.500,0.005123
2019-08-14 14:12:25.750,0.006404
2019-08-14 14:12:26.000,0.005123
2019-08-14 14:12:26.250,0.005123
2019-08-14 14:12:26.500,0.005123
2019-08-14 14:12:26.750,0.005123
2019-08-14 14:12:27.000,0.007684
2019-08-14 14:12:27.250,0.007684
2019-08-14 14:12:27.500,0.006404
2019-08-14 14:12:27.750,0.006404
2019-08-14 14:12:28.000,0.006404
2019-08-14 14:12:28.250,0.005123
2019-08-14 14:12:28.500,0.006404
2019-08-14 14:12:28.750,0.005123
2019-08-14 14:12:29.000,0.005123
2019-08-14 14:12:29.250,0.005123
2019-08-14 14:12:29.500,0.002561
2019-08-14 14:12:29.750,0.006404
2019-08-14 14:12:30.000,0.006404
2019-08-14 14:12:30.250,0.006404
2019-08-14 14:12:30.500,0.006404
2019-08-14 14:12:30.750,0.007684
2019-08-14 14:12:31.000,0.007684
2019-08-14 14:12:31.250,0.006404
2019-08-14 14:12:31.500,0.005123
2019-08-14 14:12:31.750,0.005123
2019-08-14 14:12:32.000,0.006404
2019-08-14 14:12:32.250,0.005123
2019-08-14 14:12:32.500,0.006404
2019-08-14 14:12:32.750,0.006404
2019-08-14 14:12:33.000,0.006404
2019-08-14 14:12:33.250,0.008965
2019-08-14 14:12:33.500,0.005123
2019-08-14 14:12:33.750,0.005123
2019-08-14 14:12:34.000,0.006404
2019-08-14 14:12:34.250,0.005123
2019-08-14 14:12:34.500,0.006404
2019-08-14 14:12:34.750,0.008965
2019-08-14 14:12:35.000,0.003842
2019-08-14 14:12:35.250,0.006404
2019-08-14 14:12:35.500,0.005123
2019-08-14 14:12:35.750,0.008965
2019-08-14 14:12:36.000,0.003842
2019-08-14 14:12:36.250,0.005123
2019-08-14 14:12:36.500,0.005123
2019-08-14 14:12:36.750,0.005123
2019-08-14 14:12:37.000,0.003842
2019-08-14 14:12:37.250,0.006404
2019-08-14 14:12:37.500,0.006404
2019-08-14 14:12:37.750,0.005123
2019-08-14 14:12:38.000,0.005123
2019-08-14 14:12:38.250,0.006404
2019-08-14 14:12:38.500,0.005123
2019-08-14 14:12:38.750,0.008965
2019-08-14 14:12:39.000,0.005123
2019-08-14 14:12:39.250,0.006404
2019-08-14 14:12:39.500,0.005123
2019-08-14 14:12:39.750,0.003842
2019-08-14 14:12:40.000,0.005123
2019-08-14 14:12:40.250,0.006404
2019-08-14 14:12:40.500,0.005123
2019-08-14 14:12:40.750,0.005123
2019-08-14 14:12:41.000,0.005123
2019-08-14 14:12:41.250,0.005123
2019-08-14 14:12:41.500,0.003842
2019-08-14 14:12:41.750,0.003842
2019-08-14 14:12:42.000,0.003842
2019-08-14 14:12:42.250,0.005123
2019-08-14 14:12:42.500,0.003842
2019-08-14 14:12:42.750,0.003842
2019-08-14 14:12:43.000,0.005123
2019-08-14 14:12:43.250,0.005123
2019-08-14 14:12:43.500,0.005123
2019-08-14 14:12:43.750,0.005123
2019-08-14 14:12:44.000,0.003842
2019-08-14 14:12:44.250,0.003842
2019-08-14 14:12:44.500,0.006404
2019-08-14 14:12:44.750,0.003842
2019-08-14 14:12:45.000,0.005123
2019-08-14 14:12:45.250,0.006404
2019-08-14 14:12:45.500,0.005123
2019-08-14 14:12:45.750,0.005123
2019-08-14 14:12:46.000,0.005123
2019-08-14 14:12:46.250,0.005123
2019-08-14 14:12:46.500,0.003842
2019-08-14 14:12:46.750,0.003842
2019-08-14 14:12:47.000,0.003842
2019-08-14 14:12:47.250,0.003842
2019-08-14 14:12:47.500,0.006404
2019-08-14 14:12:47.750,0.007684
2019-08-14 14:12:48.000,0.005123
2019-08-14 14:12:48.250,0.005123
2019-08-14 14:12:48.500,0.005123
2019-08-14 14:12:48.750,0.003842
2019-08-14 14:12:49.000,0.003842
2019-08-14 14:12:49.250,0.005123
2019-08-14 14:12:49.500,0.001281
2019-08-14 14:12:49.750,0.006404
2019-08-14 14:12:50.000,0.005123
2019-08-14 14:12:50.250,0.005123
2019-08-14 14:12:50.500,0.003842
2019-08-14 14:12:50.750,0.005123
2019-08-14 14:12:51.000,0.002561
2019-08-14 14:12:51.250,0.003842
2019-08-14 14:12:51.500,0.003842
2019-08-14 14:12:51.750,0.003842
2019-08-14 14:12:52.000,0.002561
2019-08-14 14:12:52.250,0.003842
2019-08-14 14:12:52.500,0.005123
2019-08-14 14:12:52.750,0.005123
2019-08-14 14:12:53.000,0.005123
2019-08-14 14:12:53.250,0.007684
2019-08-14 14:12:53.500,0.003842
2019-08-14 14:12:53.750,0.003842
2019-08-14 14:12:54.000,0.006404
2019-08-14 14:12:54.250,0.005123
2019-08-14 14:12:54.500,0.006404
2019-08-14 14:12:54.750,0.003842
2019-08-14 14:12:55.000,0.003842
2019-08-14 14:12:55.250,0.005123
2019-08-14 14:12:55.500,0.003842
2019-08-14 14:12:55.750,0.002561
2019-08-14 14:12:56.000,0.003842
2019-08-14 14:12:56.250,0.003842
2019-08-14 14:12:56.500,0.005123
2019-08-14 14:12:56.750,0.005123
2019-08-14 14:12:57.000,0.005123
2019-08-14 14:12:57.250,0.003842
2019-08-14 14:12:57.500,0.005123
2019-08-14 14:12:57.750,0.003842
2019-08-14 14:12:58.000,0.005123
2019-08-14 14:12:58.250,0.005123
2019-08-14 14:12:58.500,0.003842
2019-08-14 14:12:58.750,0.003842
2019-08-14 14:12:59.000,0.005123
2019-08-14 14:12:59.250,0.005123
2019-08-14 14:12:59.500,0.003842
2019-08-14 14:12:59.750,0.005123
2019-08-14 14:13:00.000,0.003842
2019-08-14 14:13:00.250,0.005123
2019-08-14 14:13:00.500,0.003842
2019-08-14 14:13:00.750,0.002561
2019-08-14 14:13:01.000,0.005123
2019-08-14 14:13:01.250,0.005123
2019-08-14 14:13:01.500,0.003842
2019-08-14 14:13:01.750,0.003842
2019-08-14 14:13:02.000,0.006404
2019-08-14 14:13:02.250,0.003842
2019-08-14 14:13:02.500,0.002561
2019-08-14 14:13:02.750,0.005123
2019-08-14 14:13:03.000,0.003842
2019-08-14 14:13:03.250,0.003842
2019-08-14 14:13:03.500,0.005123
2019-08-14 14:13:03.750,0.003842
